"FOLIO","VIV_SEL","HOGAR","N_REN","PAREN","SEXO","EDAD","P4_5","P4_6","NIVEL","GRADO","P4_8","P4_9","P4_10_1","P4_10_2","P4_10_3","ALFABETISMO","ENT","TLOC","FAC_HOG","EST_DIS","UPM_DIS"
"18385","02","1","01","1","2","56","2","","03","3","","2","20","11","","1","20","2",1078,"275","0002940"
"18385","02","1","02","3","2","24","2","","08","5","","6","20","10","1","1","20","2",1078,"275","0002940"
"18385","02","1","03","3","2","21","2","","06","3","","6","07","04","","1","20","2",1078,"275","0002940"
"18386","04","1","01","1","1","73","2","","02","3","1","5","03","07","","1","20","2",1078,"275","0002940"
"18386","04","1","02","2","2","70","2","","02","6","1","5","19","03","","1","20","2",1078,"275","0002940"
"18386","04","1","03","3","1","37","2","","03","3","","1","20","03","1","1","20","2",1078,"275","0002940"
"18386","04","1","07","4","2","00","","","","","","","","","","","20","2",1078,"275","0002940"
"18386","04","1","05","4","1","09","2","","02","3","1","","","","","1","20","2",1078,"275","0002940"
"18386","04","1","06","4","1","07","2","","01","3","2","","","","","2","20","2",1078,"275","0002940"
"18386","04","1","04","5","2","32","2","","02","6","1","1","27","02","","1","20","2",1078,"275","0002940"
"18387","06","1","01","1","2","48","2","","08","5","","2","30","07","","1","20","2",1078,"275","0002940"
"18387","06","1","02","3","1","23","2","","08","2","","6","09","10","1","1","20","2",1078,"275","0002940"
"18387","06","1","03","3","2","16","2","","06","1","","6","","","","1","20","2",1078,"275","0002940"
"18387","06","1","04","3","2","15","2","","03","3","","6","","","","1","20","2",1078,"275","0002940"
"18388","07","1","01","1","1","70","2","","03","2","","1","29","04","1","1","20","2",1078,"275","0002940"
"18388","07","1","02","2","2","69","2","","07","3","","1","27","01","","1","20","2",1078,"275","0002940"
"18389","08","1","01","1","1","58","2","","06","3","","2","31","08","1","1","20","2",1078,"275","0002940"
"18389","08","1","03","7","1","56","2","","03","3","","6","31","10","","1","20","2",1078,"275","0002940"
"18389","08","1","02","7","2","61","2","","04","3","","3","28","01","","1","20","2",1078,"275","0002940"
"18390","09","1","01","1","2","51","2","","02","3","1","2","31","03","","1","20","2",1078,"275","0002940"
"18390","09","1","02","3","1","23","2","","06","3","","6","25","06","1","1","20","2",1078,"275","0002940"
"18391","10","1","01","1","1","75","2","","02","6","1","5","02","08","1","1","20","2",1078,"275","0002940"
"18391","10","1","02","2","2","74","2","","02","3","1","5","24","09","","1","20","2",1078,"275","0002940"
"18392","11","1","01","1","1","33","1","1","06","3","","1","28","11","","1","20","2",1078,"275","0002940"
"18392","11","1","02","2","2","38","1","1","02","3","1","1","26","09","","1","20","2",1078,"275","0002940"
"18392","11","1","05","3","2","11","1","1","02","3","1","","","","","1","20","2",1078,"275","0002940"
"18392","11","1","04","3","2","18","1","1","02","5","1","2","03","06","1","1","20","2",1078,"275","0002940"
"18392","11","1","03","3","1","21","1","1","03","1","","2","04","12","","1","20","2",1078,"275","0002940"
"18392","11","1","06","4","1","00","","","","","","","","","","","20","2",1078,"275","0002940"
"18393","12","1","01","1","1","69","2","","00","0","1","6","12","06","1","1","20","2",1078,"275","0002940"
